id,geom,addr_postcode,addr_conscriptionnumber,addr_streetnumber,addr_street,addr_housenumber,id_cons,addr_conscription,wd_cons
node_2820088103,POINT(14.4239473 50.0920428),11000,812,12,Anežská,812/12,relation_428812,Staré Město,Q748211
node_296467206,POINT(14.4229729 50.0843564),11000,380,8,Na můstku,380/8,relation_428812,Staré Město,Q748211
node_296485663,POINT(14.4228028 50.0900981),11000,748,4,Kozí,748/4,relation_428812,Staré Město,Q748211
node_296465288,POINT(14.4269461 50.0866032),11000,988,31,Na příkopě,988/31,relation_428812,Staré Město,Q748211
node_296503334,POINT(14.4265657 50.0909761),11000,729,24,Haštalská,729/24,relation_428812,Staré Město,Q748211
node_296474656,POINT(14.4212624 50.0845706),11000,535,16,V kotcích,535/16,relation_428812,Staré Město,Q748211
node_296482482,POINT(14.4179889 50.0858842),11000,229,19,Husova,229/19,relation_428812,Staré Město,Q748211
node_296451430,POINT(14.4258206 50.0930062),11000,1039,32,Na Františku,1039/32,relation_428812,Staré Město,Q748211
node_296497781,POINT(14.4178523 50.0879172),11000,40,6,Žatecká,40/6,relation_428812,Staré Město,Q748211
node_296504703,POINT(14.4271520 50.0903330),11000,722,11,Benediktská,722/11,relation_428812,Staré Město,Q748211
node_296465470,POINT(14.4234281 50.0892186),11000,617,4,Masná,617/4,relation_428812,Staré Město,Q748211
node_296485570,POINT(14.4231721 50.0847629),11000,385,3,Provaznická,385/3,relation_428812,Staré Město,Q748211
node_296451494,POINT(14.4213578 50.0893348),11000,1082,6,Dušní,1082/6,relation_428812,Staré Město,Q748211
node_296482735,POINT(14.4237754 50.0886503),11000,632,10,Týnská,632/10,relation_428812,Staré Město,Q748211
node_1412851100,POINT(14.4280128 50.0874868),11000,1090,5,náměstí Republiky,1090/5,relation_428812,Staré Město,Q748211
node_296497604,POINT(14.4239041 50.0846611),11000,390,5,Na příkopě,390/5,relation_428812,Staré Město,Q748211
node_296507113,POINT(14.4271147 50.0873485),11000,1078,33,Celetná,1078/33,relation_428812,Staré Město,Q748211
node_296485499,POINT(14.4223093 50.0904265),11000,914,10,Vězeňská,914/10,relation_428812,Staré Město,Q748211
node_296499067,POINT(14.4207603 50.0864895),11000,478,22,Melantrichova,478/22,relation_428812,Staré Město,Q748211
node_2823686627,POINT(14.4198514 50.0874544),11000,21,6,Mikulášská,21/6,relation_428812,Staré Město,Q748211
node_296453958,POINT(14.4146214 50.0839448),11000,282,10,Boršov,282/10,relation_428812,Staré Město,Q748211
node_1595990822,POINT(14.4174212 50.0820454),11000,949,19,Národní,949/19,relation_428812,Staré Město,Q748211
node_296483790,POINT(14.4215864 50.0870678),11000,549,19,Staroměstské náměstí,549/19,relation_428812,Staré Město,Q748211
node_296466560,POINT(14.4209413 50.0838853),11000,412,2,Rytířská,412/2,relation_428812,Staré Město,Q748211
node_2823686636,POINT(14.4198943 50.0873715),11000,22,8,Mikulášská,22/8,relation_428812,Staré Město,Q748211
node_296453518,POINT(14.4208661 50.0842087),11000,530,5,Rytířská,530/5,relation_428812,Staré Město,Q748211
node_296454225,POINT(14.4225233 50.0907449),11000,795,1,Haštalská,795/1,relation_428812,Staré Město,Q748211
node_296466237,POINT(14.4262603 50.0907529),11000,730,35,Dlouhá,730/35,relation_428812,Staré Město,Q748211
node_296484115,POINT(14.4157343 50.0904977),11000,77,1,Na Rejdišti,77/1,relation_428812,Staré Město,Q748211
node_296492352,POINT(14.4245479 50.0888639),11000,977,8,Malá Štupartská,977/8,relation_428812,Staré Město,Q748211
node_296498372,POINT(14.4200581 50.0886843),11000,1067,8,Pařížská,1067/8,relation_428812,Staré Město,Q748211
node_296501230,POINT(14.4217746 50.0865945),11000,488,10,Železná,488/10,relation_428812,Staré Město,Q748211
node_296508834,POINT(14.4186868 50.0837526),11000,355,2,Skořepka,355/2,relation_428812,Staré Město,Q748211
node_296446008,POINT(14.4232259 50.0872804),11000,600,7,Celetná,600/7,relation_428812,Staré Město,Q748211
node_296484084,POINT(14.4271488 50.0922706),11000,767,25,Revoluční,767/25,relation_428812,Staré Město,Q748211
node_296476132,POINT(14.4230380 50.0882401),11000,626,9,Týnská,626/9,relation_428812,Staré Město,Q748211
node_296466415,POINT(14.4236000 50.0847866),11000,390,4,Provaznická,390/4,relation_428812,Staré Město,Q748211
node_296453973,POINT(14.4147185 50.0826699),11000,1013,14,Karoliny Světlé,1013/14,relation_428812,Staré Město,Q748211
node_296483956,POINT(14.4218318 50.0885021),11000,609,9,Staroměstské náměstí,609/9,relation_428812,Staré Město,Q748211
node_296476154,POINT(14.4274246 50.0890903),11000,656,8,náměstí Republiky,656/8,relation_428812,Staré Město,Q748211
node_296498574,POINT(14.4209724 50.0828942),11000,364,39,Národní,364/39,relation_428812,Staré Město,Q748211
node_296466353,POINT(14.4153076 50.0895251),11000,79,1,náměstí Jana Palacha,79/1,relation_428812,Staré Město,Q748211
node_296445964,POINT(14.4203688 50.0864863),11000,461,28,Staroměstské náměstí,461/28,relation_428812,Staré Město,Q748211
node_1601885028,POINT(14.4262640 50.0897962),11000,692,1,Benediktská,692/1,relation_428812,Staré Město,Q748211
node_296498803,POINT(14.4185232 50.0841009),11000,527,2,Jilská,527/2,relation_428812,Staré Město,Q748211
node_1229108524,POINT(14.4246270 50.0880421),11000,647,2,Jakubská,647/2,relation_428812,Staré Město,Q748211
node_296476320,POINT(14.4188148 50.0839455),11000,527,1,Skořepka,527/1,relation_428812,Staré Město,Q748211
node_296466758,POINT(14.4273005 50.0905052),11000,723,16,Benediktská,723/16,relation_428812,Staré Město,Q748211
node_296507084,POINT(14.4266233 50.0897435),11000,687,4,Benediktská,687/4,relation_428812,Staré Město,Q748211
node_296451865,POINT(14.4152764 50.0841070),11000,272,6,Boršov,272/6,relation_428812,Staré Město,Q748211
node_1229052820,POINT(14.4220734 50.0863674),11000,491,16,Železná,491/16,relation_428812,Staré Město,Q748211
node_296484421,POINT(14.4237221 50.0870951),11000,560,16,Celetná,560/16,relation_428812,Staré Město,Q748211
node_296498017,POINT(14.4230886 50.0880359),11000,639,4,Týnská,639/4,relation_428812,Staré Město,Q748211
node_296475994,POINT(14.4238893 50.0910201),11000,790,11,Haštalská,790/11,relation_428812,Staré Město,Q748211
node_296451896,POINT(14.4273796 50.0899033),11000,1003,10,Benediktská,1003/10,relation_428812,Staré Město,Q748211
node_2820087187,POINT(14.4236674 50.0887323),11000,1053,19,Týnská,1053/19,relation_428812,Staré Město,Q748211
node_2823686641,POINT(14.4148757 50.0845844),11000,252,1,Stříbrná,252/1,relation_428812,Staré Město,Q748211
node_296498056,POINT(14.4231096 50.0842937),11000,379,10,Na můstku,379/10,relation_428812,Staré Město,Q748211
node_296508772,POINT(14.4139265 50.0875828),11000,85,2,Alšovo nábřeží,85/2,relation_428812,Staré Město,Q748211
node_296466977,POINT(14.4139721 50.0817920),11000,1009,10,Divadelní,1009/10,relation_428812,Staré Město,Q748211
node_296498065,POINT(14.4261083 50.0860584),11000,958,25,Na příkopě,958/25,relation_428812,Staré Město,Q748211
node_2823686640,POINT(14.4193411 50.0879947),11000,24,3,Nám. Franze Kafky,24/3,relation_428812,Staré Město,Q748211
node_296466661,POINT(14.4240318 50.0872123),11000,597,13,Celetná,597/13,relation_428812,Staré Město,Q748211
node_296484352,POINT(14.4159953 50.0877617),11000,95,6,Veleslavínova,95/6,relation_428812,Staré Město,Q748211
node_296498091,POINT(14.4248190 50.0853219),11000,583,15,Na příkopě,583/15,relation_428812,Staré Město,Q748211
node_296446035,POINT(14.4252668 50.0905158),11000,733,29,Dlouhá,733/29,relation_428812,Staré Město,Q748211
node_2823686639,POINT(14.4185042 50.0847154),11000,236,4a,Husova,236/4a,relation_428812,Staré Město,Q748211
node_296503922,POINT(14.4272890 50.0920107),11000,1044,23,Revoluční,1044/23,relation_428812,Staré Město,Q748211
node_296501209,POINT(14.4228719 50.0864901),11000,542,4,Kamzíková,542/4,relation_428812,Staré Město,Q748211
node_296484301,POINT(14.4244169 50.0851222),11000,394,6,Havířská,394/6,relation_428812,Staré Město,Q748211
node_296445898,POINT(14.4135721 50.0841602),11000,330,16,Smetanovo nábřeží,330/16,relation_428812,Staré Město,Q748211
node_296497069,POINT(14.4249178 50.0871025),11000,566,28,Celetná,566/28,relation_428812,Staré Město,Q748211
node_296476555,POINT(14.4142894 50.0873328),11000,191,4,Platnéřská,191/4,relation_428812,Staré Město,Q748211
node_296496876,POINT(14.4194703 50.0925530),11000,100,2,Na Františku,100/2,relation_428812,Staré Město,Q748211
node_296492693,POINT(14.4199408 50.0891005),11000,120,1,Kostečná,120/1,relation_428812,Staré Město,Q748211
node_296451002,POINT(14.4195489 50.0838108),11000,422,7,Skořepka,422/7,relation_428812,Staré Město,Q748211
node_296472015,POINT(14.4222370 50.0907683),11000,859,11,Kozí,859/11,relation_428812,Staré Město,Q748211
node_296504869,POINT(14.4155596 50.0840312),11000,268,3,U Dobřenských,268/3,relation_428812,Staré Město,Q748211
node_296499280,POINT(14.4184363 50.0860448),11000,150,42,Karlova,150/42,relation_428812,Staré Město,Q748211
node_296455336,POINT(14.4259487 50.0893739),11000,683,17,Rybná,683/17,relation_428812,Staré Město,Q748211
node_296482072,POINT(14.4169596 50.0914410),11000,901,7,náměstí Curieových,901/7,relation_428812,Staré Město,Q748211
node_296450831,POINT(14.4189250 50.0863455),11000,145,25,Karlova,145/25,relation_428812,Staré Město,Q748211
node_296485964,POINT(14.4222807 50.0858769),11000,496,29,Havelská,496/29,relation_428812,Staré Město,Q748211
node_296505099,POINT(14.4201477 50.0887143),11000,1067,4,Salvátorská,1067/4,relation_428812,Staré Město,Q748211
node_296446597,POINT(14.4209335 50.0844598),11000,521,7,V kotcích,521/7,relation_428812,Staré Město,Q748211
node_296445403,POINT(14.4187204 50.0829745),11000,345,7,Na Perštýně,345/7,relation_428812,Staré Město,Q748211
node_296486241,POINT(14.4245907 50.0895212),11000,700,13,Masná,700/13,relation_428812,Staré Město,Q748211
node_296486142,POINT(14.4232401 50.0874594),11000,600,2,Štupartská,600/2,relation_428812,Staré Město,Q748211
node_296496682,POINT(14.4254071 50.0873070),11000,592,14,Štupartská,592/14,relation_428812,Staré Město,Q748211
node_296450993,POINT(14.4239165 50.0919483),11000,806,5,Anežská,806/5,relation_428812,Staré Město,Q748211
node_296499378,POINT(14.4241623 50.0899382),11000,708,24,Dlouhá,708/24,relation_428812,Staré Město,Q748211
node_2606740951,POINT(14.4202421 50.0890454),110 00,925,4,Kostečná,925/4,relation_428812,Staré Město,Q748211
node_296486379,POINT(14.4142560 50.0829698),11000,320,1,Konviktská,320/1,relation_428812,Staré Město,Q748211
node_296508557,POINT(14.4278811 50.0895299),11000,655,1,Revoluční,655/1,relation_428812,Staré Město,Q748211
node_296497205,POINT(14.4216397 50.0898427),11000,909,6,V kolkovně,909/6,relation_428812,Staré Město,Q748211
node_296467397,POINT(14.4198443 50.0856612),11000,436,19,Michalská,436/19,relation_428812,Staré Město,Q748211
node_296485913,POINT(14.4166718 50.0915882),11000,901,6,Dvořákovo nábřeží,901/6,relation_428812,Staré Město,Q748211
node_296450584,POINT(14.4239162 50.0877280),11000,642,5,Štupartská,642/5,relation_428812,Staré Město,Q748211
node_296485872,POINT(14.4262031 50.0916787),11000,1031,25,Haštalská,1031/25,relation_428812,Staré Město,Q748211
node_296481835,POINT(14.4247757 50.0916250),11000,783,1,Řásnovka,783/1,relation_428812,Staré Město,Q748211
node_296492062,POINT(14.4187824 50.0828444),11000,344,5,Na Perštýně,344/5,relation_428812,Staré Město,Q748211
node_296464747,POINT(14.4159660 50.0873054),11000,89,11,Platnéřská,89/11,relation_428812,Staré Město,Q748211
node_296450507,POINT(14.4187499 50.0876421),11000,16,21,Platnéřská,16/21,relation_428812,Staré Město,Q748211
node_296455748,POINT(14.4190750 50.0851030),11000,448,12,Jilská,448/12,relation_428812,Staré Město,Q748211
node_296486551,POINT(14.4178332 50.0867537),11000,158,3,Mariánské náměstí,158/3,relation_428812,Staré Město,Q748211
node_296446576,POINT(14.4177911 50.0864233),11000,158,20,Husova,158/20,relation_428812,Staré Město,Q748211
node_296508642,POINT(14.4269010 50.0907934),11000,727,39,Dlouhá,727/39,relation_428812,Staré Město,Q748211
node_296456219,POINT(14.4223863 50.0846710),11000,404,2,Na můstku,404/2,relation_428812,Staré Město,Q748211
node_296445336,POINT(14.4224902 50.0903064),11000,915,7,Kozí,915/7,relation_428812,Staré Město,Q748211
node_296450701,POINT(14.4151976 50.0849522),11000,948,2,Zlatá,948/2,relation_428812,Staré Město,Q748211
node_296467427,POINT(14.4213086 50.0854097),11000,503,4,Melantrichova,503/4,relation_428812,Staré Město,Q748211
node_296451048,POINT(14.4215412 50.0846117),11000,965,21,Rytířská,965/21,relation_428812,Staré Město,Q748211
node_296467383,POINT(14.4259095 50.0892454),11000,1066,15,Rybná,1066/15,relation_428812,Staré Město,Q748211
node_296501117,POINT(14.4232410 50.0910172),11000,794,4,U obecního dvora,794/4,relation_428812,Staré Město,Q748211
node_296492085,POINT(14.4163715 50.0858619),11000,180,20,Liliová,180/20,relation_428812,Staré Město,Q748211
node_296492149,POINT(14.4194612 50.0923505),11000,100,1,náměstí Curieových,100/1,relation_428812,Staré Město,Q748211
node_296445433,POINT(14.4181874 50.0858980),11000,230,14,Husova,230/14,relation_428812,Staré Město,Q748211
node_1839751088,POINT(14.4132100 50.0816826),11000,1012,2,Smetanovo nábřeží,1012/2,relation_428812,Staré Město,Q748211
node_296481909,POINT(14.4226832 50.0850517),11000,403,16,Rytířská,403/16,relation_428812,Staré Město,Q748211
node_296486509,POINT(14.4222317 50.0835169),11000,372,5,28. října,372/5,relation_428812,Staré Město,Q748211
node_296499366,POINT(14.4218911 50.0895454),11000,921,3,V kolkovně,921/3,relation_428812,Staré Město,Q748211
node_296497257,POINT(14.4213240 50.0846124),11000,967,18,V kotcích,967/18,relation_428812,Staré Město,Q748211
node_296506588,POINT(14.4142320 50.0837812),11000,324,29,Karoliny Světlé,324/29,relation_428812,Staré Město,Q748211
node_296523431,POINT(14.4247539 50.0901006),11000,711,30,Dlouhá,711/30,relation_428812,Staré Město,Q748211
node_296568553,POINT(14.4218999 50.0897816),11000,919,4,V kolkovně,919/4,relation_428812,Staré Město,Q748211
node_296533641,POINT(14.4226456 50.0862814),11000,544,7,Železná,544/7,relation_428812,Staré Město,Q748211
node_296560396,POINT(14.4181511 50.0822349),11000,961,25,Národní,961/25,relation_428812,Staré Město,Q748211
node_296543928,POINT(14.4226977 50.0872205),11000,555,6,Celetná,555/6,relation_428812,Staré Město,Q748211
node_296570429,POINT(14.4173599 50.0873834),11000,98,1,Mariánské náměstí,98/1,relation_428812,Staré Město,Q748211
node_296543694,POINT(14.4223945 50.0909514),11000,795,6,Kozí,795/6,relation_428812,Staré Město,Q748211
node_296519074,POINT(14.4242778 50.0916444),11000,808,2,Anežská,808/2,relation_428812,Staré Město,Q748211
node_296533680,POINT(14.4184499 50.0868983),11000,135,4,Linhartská,135/4,relation_428812,Staré Město,Q748211
node_296533647,POINT(14.4254623 50.0870951),11000,569,34,Celetná,569/34,relation_428812,Staré Město,Q748211
node_296543979,POINT(14.4165461 50.0851876),11000,246,12,Liliová,246/12,relation_428812,Staré Město,Q748211
node_296519071,POINT(14.4215920 50.0850082),11000,514,3,Melantrichova,514/3,relation_428812,Staré Město,Q748211
node_296543987,POINT(14.4206577 50.0864119),11000,462,21,Melantrichova,462/21,relation_428812,Staré Město,Q748211
node_296519221,POINT(14.4187346 50.0858301),11000,147,5,Jalovcová,147/5,relation_428812,Staré Město,Q748211
node_296529203,POINT(14.4205317 50.0858764),11000,970,17,Melantrichova,970/17,relation_428812,Staré Město,Q748211
node_296530134,POINT(14.4267775 50.0899130),11000,691,5,Benediktská,691/5,relation_428812,Staré Město,Q748211
node_296568423,POINT(14.4166894 50.0853092),11000,946,1,Řetězová,946/1,relation_428812,Staré Město,Q748211
node_296569539,POINT(14.4231159 50.0853400),11000,401,20,Rytířská,401/20,relation_428812,Staré Město,Q748211
node_296544074,POINT(14.4215248 50.0892135),11000,905,4,Dušní,905/4,relation_428812,Staré Město,Q748211
node_296544192,POINT(14.4246031 50.0871032),11000,564,24,Celetná,564/24,relation_428812,Staré Město,Q748211
node_296535601,POINT(14.4151168 50.0859362),11000,186,8,Karlova,186/8,relation_428812,Staré Město,Q748211
node_296535852,POINT(14.4238727 50.0894485),11000,703,7,Masná,703/7,relation_428812,Staré Město,Q748211
node_296570509,POINT(14.4165159 50.0838049),11000,261,12,Betlémská,261/12,relation_428812,Staré Město,Q748211
node_296545558,POINT(14.4245442 50.0866146),11000,563,9,Ovocný trh,563/9,relation_428812,Staré Město,Q748211
node_296509111,POINT(14.4199954 50.0852843),11000,432,12,Michalská,432/12,relation_428812,Staré Město,Q748211
node_296517990,POINT(14.4228945 50.0857770),11000,539,24,Železná,539/24,relation_428812,Staré Město,Q748211
node_296523889,POINT(14.4210008 50.0850173),11000,505,15,Havelská,505/15,relation_428812,Staré Město,Q748211
node_296545579,POINT(14.4189639 50.0852928),11000,234,5,Jilská,234/5,relation_428812,Staré Město,Q748211
node_296545833,POINT(14.4215059 50.0849980),11000,514,20,Havelská,514/20,relation_428812,Staré Město,Q748211
